"Marca";"modelo_serie";"Gbs";"Preço";"Referência";"carimbo_de_data_hora";"com_que_frequencia_costuma_jogar_games";"idade_anos";"genero";"estado_de_residencia";"situacao_atual";"grau_de_escolaridade";"qual_plataforma_prefere_usar_para_jogar";"voce_conhece_os_componentes_do_seu_computador_processador_placa_de_video_e_memoria_ram";"quantos_gigabytes_de_memoria_ram";"qual_a_marca_do_seu_processador";"qual_o_modelo_do_processador";"a_maioria_das_suas_pecas_foram_compradas_em";"qual_console_voce_possui";"o_seu_console_mais_recente_foi_comprado_em";"qual_seu_estilo_de_jogo_favorito";"qual_seu_jogo_preferido";"em_media_quanto_costuma_gastar_mensalmente_com_jogos"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-21 11:19:24;"Frequentemente";20;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 2200g";"Loja virtual";NA;NA;"Esporte, FPS/TPS, MOBA";"CS GO";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-21 21:42:02;"Frequentemente";21;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzdn 5 1600";"Loja virtual";NA;NA;"FPS/TPS";"Cs:go";"Nada"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-23 09:37:31;"Frequentemente";15;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3 7100";"Loja virtual";NA;NA;"Esporte, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"RUST";"R$1 a R$50"
"amd";"rx 570";"4 GB";"799";"https://produto.mercadolivre.com.br/MLB-1101903909-placa-de-video-rx-570-4gb-gddr5-256-bits-gaming-red-dragon-_JM?quantity=1";2019-06-23 12:33:26;"Frequentemente";19;"Homem";"Ceará – CE";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Amd 2200g";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Wow";"R$51 a R$100"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-17 22:06:52;"Frequentemente";18;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"intel core i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, Simulação, Sobrevivência";"cs go";"Nada"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-20 20:25:50;"Regularmente";20;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 7700";"Loja virtual";NA;NA;"Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Tomb Raider";"R$1 a R$50"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-20 20:52:49;"Frequentemente";20;"Homem";"Mato Grosso – MT";"Só Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I3 8100";"Loja virtual";NA;NA;"FPS/TPS";"CSGO";"Nada"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 01:16:14;"Regularmente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto, Sobrevivência";"No momento Destiny 2";"R$51 a R$100"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 08:01:02;"Frequentemente";17;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"i7 4790k";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência, Terror";"CSGO";"R$1 a R$50"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 10:20:37;"Frequentemente";20;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 2400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Simulação, Sobrevivência, Terror";"CS GO, LOL";"R$1 a R$50"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 11:38:11;"Frequentemente";21;"Homem";"Piauí – PI";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 5 1600";"Loja virtual";NA;NA;"Aventura, FPS/TPS";"CS GO";"Nada"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 21:35:19;"Frequentemente";30;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD Athlon 240GE";"Loja virtual";NA;NA;"MOBA, RPG/MMORPG";"League of Legends";"R$101 a R$150"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-21 23:17:22;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Não Estuda e Não Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 9400f";"Loja virtual";NA;NA;"Corrida, FPS/TPS, Mundo Aberto, Simulação";"Ets2";"R$1 a R$50"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-22 00:55:37;"Frequentemente";16;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen 5 2600";"Loja física";NA;NA;"Aventura, Esporte, FPS/TPS";"Counter Strike Global Offensive";"R$51 a R$100"
"amd";"rx 580";"8 GB";"1099";"https://produto.mercadolivre.com.br/MLB-1256798164-placa-de-video-asus-rx-580-8gb-dual-dual-rx580-o8g-gddr5-_JM?quantity=1";2019-06-23 11:44:06;"Frequentemente";27;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"ryzen 1700";"Loja virtual";NA;NA;"RPG/MMORPG";"world of warcraft";"R$51 a R$100"
"amd";"rx 560";"2 GB";"611.65";"https://www.kabum.com.br/produto/97002/placa-de-video-vga-asrock-amd-radeon-rx-560-phantom-gaming-2gb-gddr5-2g-90-ga0400-00uanf?gclid=EAIaIQobChMI07DimIyc4wIVkIaRCh2TAQnjEAYYASABEgKbcPD_BwE";2019-06-22 20:51:10;"Frequentemente";27;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I5";"Loja física";NA;NA;"ARCADE, Aventura, Esporte, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"World  of Warcraft";"R$1 a R$50"
"amd";"r7 360";"2 GB";"450";"https://produto.mercadolivre.com.br/MLB-1220339579-placa-de-video-r7-360-xfx-2gb-amd-_JM";2019-06-23 17:43:00;"Frequentemente";17;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3 3220";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG";"csgo/wow";"R$1 a R$50"
